epoch,e_loss,g_loss,s_acc,s_loss,u_acc,u_loss,val_e_loss,val_g_loss,val_s_acc,val_s_loss,val_u_acc,val_u_loss
24,0.3488549590110779,57.40618896484375,0.801562488079071,0.47944435477256775,0.8973958492279053,0.28596261143684387,79.11592864990234,55.284812927246094,0.5479166507720947,1.1094202995300293,0.8802083134651184,0.24021737277507782
25,0.33680784702301025,37.9931755065918,0.8072916865348816,0.4668274521827698,0.8695312738418579,0.30492886900901794,26.68440818786621,-87.35057067871094,0.512499988079071,1.2913812398910522,0.43958333134651184,2.536463499069214
26,0.3334255814552307,21.821653366088867,0.7963541746139526,0.5000277757644653,0.831250011920929,0.4387604594230652,35.431739807128906,19.795978546142578,0.5416666865348816,1.1712698936462402,0.8833333253860474,0.30070820450782776
27,0.33072441816329956,26.3620662689209,0.8020833134651184,0.4732838571071625,0.8809896111488342,0.28604617714881897,31.18791389465332,13.012614250183105,0.5645833611488342,1.141115427017212,0.8322916626930237,0.4206557273864746
28,0.33133935928344727,23.72574806213379,0.7958333492279053,0.48490041494369507,0.8041666746139526,0.4953336715698242,37.040401458740234,17.59432601928711,0.5291666388511658,1.2279082536697388,0.8374999761581421,0.3982667326927185
29,0.33628368377685547,22.438743591308594,0.8072916865348816,0.4821154773235321,0.823437511920929,0.4096892476081848,15.926319122314453,-29.08844566345215,0.550000011920929,1.1260789632797241,0.6416666507720947,1.0353039503097534
30,0.34468480944633484,12.725146293640137,0.8005208373069763,0.4906344711780548,0.7841145992279053,0.4764465093612671,19.456167221069336,-12.389150619506836,0.5854166746139526,1.079043984413147,0.7708333134651184,0.6403989195823669
31,0.34518125653266907,40.850955963134766,0.7885416746139526,0.5184708833694458,0.8458333611488342,0.411684513092041,88.17460632324219,35.84693908691406,0.5458333492279053,1.056188941001892,0.9114583134651184,0.22861248254776
32,0.32673177123069763,46.71475601196289,0.8265625238418579,0.45090770721435547,0.9190104007720947,0.17640455067157745,65.6163558959961,42.06182861328125,0.5645833611488342,1.0459282398223877,0.9468749761581421,0.1417134553194046
33,0.3249560594558716,38.73188781738281,0.8401041626930237,0.44682419300079346,0.9005208611488342,0.21964378654956818,50.19968795776367,38.691795349121094,0.5583333373069763,1.0549455881118774,0.8552083373069763,0.27907902002334595
34,0.3360305726528168,45.99821472167969,0.8255208134651184,0.4475248157978058,0.889843761920929,0.25876185297966003,78.25088500976562,57.924861907958984,0.5520833134651184,1.0454199314117432,0.9635416865348816,0.09051668643951416
35,0.3314113914966583,48.22809982299805,0.8619791865348816,0.39314496517181396,0.9325520992279053,0.15781421959400177,83.20459747314453,55.159706115722656,0.5604166388511658,1.0561692714691162,0.9375,0.13483065366744995
36,0.32072386145591736,43.66680145263672,0.8296874761581421,0.43621116876602173,0.8999999761581421,0.22132769227027893,39.89870071411133,-2.8801157474517822,0.543749988079071,1.0897084474563599,0.7739583253860474,0.5565124750137329
37,0.3208075761795044,40.4211311340332,0.8270833492279053,0.45596063137054443,0.8734375238418579,0.28197380900382996,44.387794494628906,32.70869827270508,0.5687500238418579,1.0226149559020996,0.793749988079071,0.42746326327323914
38,0.3363417088985443,43.75886154174805,0.8067708611488342,0.48045024275779724,0.86328125,0.32729005813598633,24.726070404052734,-5.924290657043457,0.4895833432674408,1.4646992683410645,0.6781250238418579,0.7962439656257629
39,0.34142547845840454,38.0073127746582,0.8255208134651184,0.4686940908432007,0.8687499761581421,0.3065042793750763,61.54655075073242,24.387168884277344,0.5770833492279053,0.9605250954627991,0.8989583253860474,0.30389973521232605
40,0.3486313819885254,46.33282470703125,0.8067708611488342,0.5037336349487305,0.8518229126930237,0.3584250509738922,160.47869873046875,105.19454956054688,0.5562499761581421,0.9944533705711365,0.9666666388511658,0.026345692574977875
41,0.3453121483325958,42.92573547363281,0.8098958134651184,0.4870246648788452,0.84375,0.3572288155555725,63.071998596191406,39.501224517822266,0.5729166865348816,0.9290345311164856,0.8541666865348816,0.3734544515609741
42,0.3484523594379425,55.241600036621094,0.8296874761581421,0.4669644236564636,0.8515625,0.35012680292129517,25.58290672302246,-38.240055084228516,0.5708333253860474,1.0308822393417358,0.5510416626930237,1.5158679485321045
43,0.3254760205745697,44.99757766723633,0.8244791626930237,0.48577117919921875,0.8520833253860474,0.3381974995136261,52.194984436035156,27.86268424987793,0.5666666626930237,0.971967339515686,0.7947916388511658,0.46123364567756653
44,0.3270675539970398,46.548160552978516,0.8229166865348816,0.4794408679008484,0.8791666626930237,0.2719598412513733,71.50747680664062,50.90018844604492,0.5375000238418579,0.9633255004882812,0.8843749761581421,0.24269793927669525
45,0.33647099137306213,45.575706481933594,0.8322916626930237,0.46155452728271484,0.8895833492279053,0.24203817546367645,74.89601135253906,54.40986251831055,0.5666666626930237,0.9288431406021118,0.8489583134651184,0.2749461531639099
46,0.3350607454776764,44.19363784790039,0.824999988079071,0.45750004053115845,0.8984375,0.23396679759025574,78.12187957763672,64.17082977294922,0.5562499761581421,0.9328477382659912,0.8125,0.3261284828186035
47,0.3394988179206848,33.899757385253906,0.8463541865348816,0.4580703675746918,0.8278645873069763,0.48103347420692444,69.16251373291016,52.15357971191406,0.5833333134651184,1.00865638256073,0.8541666865348816,0.2891604006290436
48,0.345936119556427,38.737728118896484,0.8197916746139526,0.4728955030441284,0.842968761920929,0.3613402247428894,61.03171920776367,46.978233337402344,0.518750011920929,1.1325898170471191,0.8229166865348816,0.3236316740512848
49,0.36932310461997986,41.53551483154297,0.8447916507720947,0.44119665026664734,0.858593761920929,0.36745932698249817,74.67488861083984,62.1090202331543,0.5874999761581421,0.9498682618141174,0.940625011920929,0.13672232627868652
50,0.38627272844314575,45.8011360168457,0.8619791865348816,0.4061170816421509,0.8888021111488342,0.2634907066822052,75.282958984375,29.54924964904785,0.5604166388511658,0.9447802305221558,0.903124988079071,0.28326427936553955
51,0.3824530839920044,38.391700744628906,0.8656250238418579,0.3852473795413971,0.8622395992279053,0.3312891125679016,53.643917083740234,27.150915145874023,0.5645833611488342,0.94602370262146,0.7906249761581421,0.46733585000038147
52,0.3755970597267151,14.767735481262207,0.840624988079071,0.42494627833366394,0.7450520992279053,0.7367156744003296,41.692867279052734,16.265884399414062,0.5541666746139526,0.9629058837890625,0.7479166388511658,0.6534010171890259
53,0.3760313391685486,197.9457244873047,0.8354166746139526,0.4365234673023224,0.9307291507720947,0.23487955331802368,892.6461791992188,305.3408508300781,0.5541666746139526,0.9811064600944519,0.9937499761581421,-0.0625857263803482
54,0.35061216354370117,106.9642333984375,0.8500000238418579,0.37053075432777405,0.9242187738418579,0.2370692938566208,190.03054809570312,63.8323860168457,0.6187499761581421,0.8756515979766846,0.903124988079071,0.3111729919910431
55,0.32747843861579895,61.44594192504883,0.8713541626930237,0.35864484310150146,0.9184895753860474,0.23406332731246948,150.55050659179688,63.702293395996094,0.5541666746139526,1.0930787324905396,0.9385416507720947,0.14322540163993835
56,0.31676775217056274,51.6363639831543,0.8671875,0.37426620721817017,0.8893229365348816,0.27477237582206726,137.9167938232422,82.49330139160156,0.5916666388511658,0.9886432886123657,0.9052083492279053,0.1446530669927597
57,0.32014644145965576,44.2731819152832,0.8807291388511658,0.3672867715358734,0.8687499761581421,0.3254663646221161,94.52676391601562,37.43623733520508,0.6187499761581421,0.8872504830360413,0.9302083253860474,0.1935163140296936
58,0.32208898663520813,80.42186737060547,0.8968750238418579,0.3246392011642456,0.9653645753860474,0.055816370993852615,145.2697296142578,70.42408752441406,0.59375,0.9065045118331909,0.9697916507720947,0.06851844489574432
59,0.3234107792377472,61.072853088378906,0.8911458253860474,0.32451725006103516,0.9221354126930237,0.1800784021615982,152.92095947265625,74.40162658691406,0.5874999761581421,0.9331414103507996,0.9593750238418579,0.08184202760457993
60,0.32385963201522827,72.62627410888672,0.9140625,0.29028061032295227,0.9593750238418579,0.06886326521635056,129.70016479492188,72.58036041259766,0.6020833253860474,1.0090686082839966,0.9583333134651184,0.07449810951948166
61,0.32791101932525635,67.08442687988281,0.9140625,0.2785795032978058,0.9361979365348816,0.13601790368556976,62.88447570800781,3.4993984699249268,0.5979166626930237,0.9568831324577332,0.7760416865348816,0.6276228427886963
62,0.3293706774711609,70.45137023925781,0.8942708373069763,0.3112538754940033,0.9354166388511658,0.14969520270824432,148.40716552734375,81.8459243774414,0.606249988079071,0.9062383770942688,0.9552083611488342,0.06432118266820908
63,0.33521154522895813,86.16431427001953,0.8864583373069763,0.3212566375732422,0.9354166388511658,0.17797261476516724,278.92333984375,112.65834045410156,0.6145833134651184,0.8940050005912781,0.9895833134651184,-0.012325715273618698
64,0.33660560846328735,97.53157043457031,0.9208333492279053,0.26032254099845886,0.9742187261581421,0.016267595812678337,184.6060028076172,85.83358001708984,0.6416666507720947,0.8688256144523621,0.9697916507720947,0.05126292258501053
65,0.32997068762779236,83.8471908569336,0.9041666388511658,0.2809523642063141,0.9359375238418579,0.14363332092761993,299.0791320800781,100.19950103759766,0.6187499761581421,0.9618173241615295,0.9572916626930237,0.14618004858493805
66,0.33001604676246643,100.9272689819336,0.9119791388511658,0.26791247725486755,0.956250011920929,0.08957917243242264,224.90780639648438,83.34423828125,0.6458333134651184,0.8783379793167114,0.9666666388511658,0.06713327020406723
67,0.3272390067577362,93.19715118408203,0.9130208492279053,0.27385038137435913,0.9369791746139526,0.131185844540596,218.4745330810547,82.12391662597656,0.637499988079071,0.8872012495994568,0.9479166865348816,0.12279002368450165
68,0.3252561688423157,94.90845489501953,0.9286458492279053,0.253201425075531,0.9330729246139526,0.13479258120059967,210.4449005126953,89.70512390136719,0.6166666746139526,0.988745391368866,0.9322916865348816,0.10959648340940475
69,0.3261137008666992,90.586181640625,0.9088541865348816,0.27378618717193604,0.9351562261581421,0.1353081613779068,205.4481964111328,90.20294952392578,0.6145833134651184,1.0443133115768433,0.9635416865348816,0.05543755739927292
70,0.3296681046485901,84.7696762084961,0.9119791388511658,0.26949530839920044,0.9408854246139526,0.10042820125818253,152.32656860351562,81.38838958740234,0.6416666507720947,0.9328114986419678,0.9604166746139526,0.08684735000133514
71,0.3516083359718323,106.84375,0.9197916388511658,0.25626233220100403,0.9286458492279053,0.16122841835021973,219.83091735839844,81.89360046386719,0.6354166865348816,0.9709370732307434,0.9447916746139526,0.15491294860839844
72,0.35191744565963745,87.94648742675781,0.8968750238418579,0.28363609313964844,0.9075520634651184,0.22329135239124298,350.7652893066406,124.15451049804688,0.625,0.9602771997451782,0.965624988079071,0.044436875730752945
73,0.3500728905200958,95.11722564697266,0.9104166626930237,0.26941365003585815,0.9229166507720947,0.17145662009716034,208.1173553466797,17.385236740112305,0.5687500238418579,1.2473223209381104,0.8635416626930237,0.5132009387016296
74,0.34729960560798645,109.82894897460938,0.9083333611488342,0.2612772583961487,0.9468749761581421,0.11009442806243896,247.52818298339844,133.10159301757812,0.606249988079071,0.9892763495445251,0.8572916388511658,0.23723933100700378
75,0.3399798274040222,82.99712371826172,0.9213541746139526,0.24798168241977692,0.9299479126930237,0.15147408843040466,195.94107055664062,95.62981414794922,0.6229166388511658,0.9771262407302856,0.8677083253860474,0.23888425529003143
76,0.3404827117919922,68.17233276367188,0.9041666388511658,0.2734258472919464,0.9182291626930237,0.16989512741565704,138.4278106689453,73.43901824951172,0.625,0.9453465342521667,0.9177083373069763,0.1820012480020523
77,0.3402438461780548,65.46727752685547,0.8843749761581421,0.3107494115829468,0.9091145992279053,0.203319251537323,142.51580810546875,61.072837829589844,0.6270833611488342,0.9731683135032654,0.9364583492279053,0.1796363890171051
78,0.3431495130062103,61.32115173339844,0.8828125,0.3236018419265747,0.9018229246139526,0.21226724982261658,127.43876647949219,56.81535720825195,0.6166666746139526,0.9806907176971436,0.9375,0.1787588745355606
79,0.3498028516769409,36.46501922607422,0.8682291507720947,0.3390396237373352,0.8057291507720947,0.617496907711029,116.34878540039062,43.364845275878906,0.5770833492279053,1.0097068548202515,0.8229166865348816,0.6092747449874878
80,0.3485053479671478,63.13129425048828,0.864062488079071,0.364764541387558,0.8466145992279053,0.5820963978767395,155.46420288085938,47.56522750854492,0.6458333134651184,0.8860517740249634,0.8708333373069763,0.39454227685928345
81,0.3390880227088928,99.25442504882812,0.8932291865348816,0.28987768292427063,0.952343761920929,0.10069867223501205,216.64268493652344,103.72252655029297,0.6270833611488342,1.0056517124176025,0.9604166746139526,0.02074654959142208
82,0.3387193977832794,87.29307556152344,0.9239583611488342,0.23409773409366608,0.946093738079071,0.11509642750024796,287.2362060546875,110.00745391845703,0.6395833492279053,0.9305487871170044,0.9697916507720947,0.05989871919155121
83,0.3354782164096832,100.37895965576172,0.9359375238418579,0.21799343824386597,0.9565104246139526,0.11043862998485565,333.84576416015625,126.7464828491211,0.6354166865348816,0.9595733880996704,0.934374988079071,0.12226947396993637
84,0.32705792784690857,94.20919799804688,0.9348958134651184,0.2054920345544815,0.9559895992279053,0.08468420058488846,196.6143035888672,70.32151794433594,0.6104166507720947,1.060980200767517,0.9447916746139526,0.11496894061565399
85,0.32397735118865967,79.28467559814453,0.932812511920929,0.2025773823261261,0.9398437738418579,0.11663361638784409,214.07266235351562,101.96971130371094,0.6312500238418579,0.9733819961547852,0.9177083373069763,0.11846651881933212
86,0.3247022330760956,82.52486419677734,0.9458333253860474,0.19716520607471466,0.938281238079071,0.12631627917289734,237.2799835205078,90.47084045410156,0.6416666507720947,1.022223949432373,0.934374988079071,0.12315769493579865
87,0.3232143819332123,101.46578216552734,0.9432291388511658,0.18904784321784973,0.9619791507720947,0.04667162150144577,206.6874542236328,86.35282897949219,0.6333333253860474,1.0227560997009277,0.9729166626930237,0.05014264956116676
88,0.3207121193408966,106.941650390625,0.9359375238418579,0.19832134246826172,0.9359375238418579,0.1778414398431778,514.6734619140625,166.43087768554688,0.6270833611488342,1.015081763267517,0.9854166507720947,-0.021366946399211884
89,0.3214905858039856,189.5527801513672,0.9546874761581421,0.16076742112636566,0.989062488079071,-0.055658090859651566,483.3206787109375,180.57000732421875,0.625,1.0519328117370605,0.996874988079071,-0.06944182515144348
90,0.3189152181148529,173.8396759033203,0.9624999761581421,0.14920833706855774,0.9880208373069763,-0.05766909942030907,458.5090026855469,180.28562927246094,0.6166666746139526,1.120119571685791,0.9927083253860474,-0.07017973065376282
91,0.31620848178863525,167.87803649902344,0.9609375,0.1434224545955658,0.9903646111488342,-0.062068335711956024,352.89703369140625,119.707763671875,0.625,1.0370748043060303,0.9833333492279053,0.001029031933285296
92,0.3179611563682556,157.9459991455078,0.9713541865348816,0.12666696310043335,0.9848958253860474,-0.04411294311285019,441.0225830078125,162.93630981445312,0.625,1.0607749223709106,0.981249988079071,-0.036578528583049774
93,0.31673136353492737,144.57232666015625,0.9770833253860474,0.12134484201669693,0.9781249761581421,-0.008197411894798279,391.42840576171875,155.81021118164062,0.6083333492279053,1.0667781829833984,0.9854166507720947,-0.044566892087459564
94,0.3180912137031555,148.27032470703125,0.9729166626930237,0.11517257243394852,0.98046875,-0.02656903862953186,362.33392333984375,131.21795654296875,0.6312500238418579,1.0799375772476196,0.9729166626930237,0.00016954044986050576
95,0.31899672746658325,146.50523376464844,0.9697916507720947,0.12896020710468292,0.9622395634651184,0.05259043350815773,564.0438842773438,175.69346618652344,0.6104166507720947,1.0873709917068481,0.9927083253860474,-0.04029174521565437
96,0.31900638341903687,155.1813201904297,0.965624988079071,0.12799496948719025,0.9807291626930237,-0.027978628873825073,428.8568115234375,150.07191467285156,0.625,1.2350136041641235,0.984375,-0.03789060562849045
97,0.31713947653770447,141.32550048828125,0.973437488079071,0.12374787777662277,0.9755208492279053,-0.00466034235432744,500.70098876953125,180.19703674316406,0.625,1.165995478630066,0.9427083134651184,0.037973787635564804
98,0.3166443109512329,138.86354064941406,0.9760416746139526,0.1153162345290184,0.973437488079071,-0.004084161017090082,408.1889953613281,141.67059326171875,0.6208333373069763,1.1712701320648193,0.9916666746139526,-0.03559416905045509
99,0.3178371787071228,140.00563049316406,0.9744791388511658,0.10967257618904114,0.9653645753860474,0.015699660405516624,371.33319091796875,135.84805297851562,0.612500011920929,1.141662359237671,0.9270833134651184,0.12737490236759186
0,0.39960232377052307,25.239864349365234,0.34427082538604736,1.1858030557632446,0.7955729365348816,0.35050055384635925,8.221551895141602,21.48918342590332,0.3479166626930237,1.3020628690719604,0.6645833253860474,0.4647330045700073
0,0.3828880190849304,53.49614334106445,0.34843748807907104,1.2314949035644531,0.81640625,0.27738940715789795,114.44367218017578,125.2989273071289,0.36250001192092896,1.1926847696304321,0.9989583492279053,0.018955621868371964
0,0.37992778420448303,95.93283081054688,0.34322917461395264,1.1878466606140137,0.797656238079071,0.24473395943641663,355.7664489746094,239.38099670410156,0.3708333373069763,1.1498616933822632,1.0,-0.1105433851480484
0,0.3893873393535614,36.58845138549805,0.35104167461395264,1.1975806951522827,0.8677083253860474,0.25621694326400757,22.50314712524414,40.97125244140625,0.43541666865348816,1.0854657888412476,0.918749988079071,0.2045922428369522
1,0.35739222168922424,59.19263458251953,0.4364583194255829,1.145940899848938,0.8901041746139526,0.21304430067539215,60.09593963623047,71.56690979003906,0.42500001192092896,1.130016565322876,0.9833333492279053,0.06557866185903549
2,0.33830150961875916,59.26478958129883,0.5166666507720947,0.9707353115081787,0.9721354246139526,0.11286567151546478,40.29127502441406,56.858985900878906,0.38333332538604736,1.224648118019104,0.9020833373069763,0.21780045330524445
3,0.32650014758110046,47.66216278076172,0.5192708373069763,1.1916543245315552,0.8304687738418579,0.40004828572273254,24.40092658996582,29.544734954833984,0.43541666865348816,1.3549582958221436,0.7979166507720947,0.3520141839981079
4,0.31931817531585693,56.98802185058594,0.6505208611488342,0.7852078676223755,0.9216145873069763,0.20974847674369812,19.32508659362793,10.275379180908203,0.40416666865348816,1.3476437330245972,0.3552083373069763,2.281170129776001
5,0.3137498199939728,52.2866325378418,0.6614583134651184,0.7594228386878967,0.9046875238418579,0.22443880140781403,63.40047836303711,69.52384948730469,0.5,1.0073410272598267,0.9791666865348816,0.08103445917367935
6,0.310366690158844,58.00935745239258,0.6895833611488342,0.683437168598175,0.953125,0.1347605139017105,55.49324417114258,55.003196716308594,0.518750011920929,1.0316358804702759,0.9593750238418579,0.14659562706947327
7,0.31801366806030273,66.60973358154297,0.6640625,0.945544421672821,0.905468761920929,0.25320926308631897,65.88601684570312,64.1717529296875,0.5354166626930237,0.9880636930465698,0.9468749761581421,0.13139566779136658
8,0.3166563808917999,86.60533142089844,0.7072916626930237,0.6769822835922241,0.878125011920929,0.37639373540878296,172.30474853515625,127.94292449951172,0.5145833492279053,1.0167198181152344,0.9895833134651184,-0.03053850308060646
9,0.31447744369506836,71.05760955810547,0.729687511920929,0.6591673493385315,0.9263020753860474,0.14596523344516754,109.73808288574219,99.25093841552734,0.53125,0.9832509160041809,0.9864583611488342,0.010668433271348476
10,0.31009188294410706,76.23066711425781,0.7494791746139526,0.579730212688446,0.9651041626930237,0.062269944697618484,89.48583984375,77.64916229248047,0.5229166746139526,1.1054960489273071,0.9604166746139526,0.06984762102365494
11,0.30625924468040466,59.09302520751953,0.7552083134651184,0.5869747996330261,0.883593738079071,0.24568770825862885,64.49140930175781,56.90631103515625,0.5520833134651184,1.068329930305481,0.9614583253860474,0.09955692291259766
12,0.30528444051742554,65.50129699707031,0.7802083492279053,0.5335121750831604,0.9609375,0.1004101037979126,72.3017349243164,79.1681900024414,0.5479166507720947,1.131121277809143,0.8812500238418579,0.18344950675964355
13,0.3042704164981842,61.79167175292969,0.7604166865348816,0.5548848509788513,0.8567708134651184,0.3327876627445221,495.2044982910156,241.67478942871094,0.5249999761581421,1.2281289100646973,0.9895833134651184,-0.09118180721998215
14,0.3053927421569824,60.624698638916016,0.7479166388511658,0.5691329836845398,0.895312488079071,0.22562184929847717,93.25304412841797,76.59648895263672,0.5625,1.0191316604614258,0.9520833492279053,0.07320832461118698
15,0.30156347155570984,60.3037223815918,0.778124988079071,0.5220832228660583,0.92578125,0.1471737176179886,81.53665161132812,60.46756362915039,0.5645833611488342,1.0894790887832642,0.9729166626930237,0.06376269459724426
16,0.30289503931999207,57.3283576965332,0.7880208492279053,0.5269266366958618,0.8778645992279053,0.27832096815109253,144.69419860839844,91.85977172851562,0.5666666626930237,1.1025770902633667,0.981249988079071,0.015881448984146118
17,0.3010876476764679,71.78813934326172,0.8161458373069763,0.45593899488449097,0.9408854246139526,0.1048249900341034,81.17855834960938,48.42927169799805,0.5833333134651184,1.0645467042922974,0.9395833611488342,0.14761359989643097
18,0.3022795021533966,62.01823043823242,0.8213541507720947,0.4476233422756195,0.9348958134651184,0.10725332796573639,67.67288208007812,45.19230651855469,0.53125,1.2570230960845947,0.9166666865348816,0.18549704551696777
19,0.3026430010795593,66.29136657714844,0.8255208134651184,0.4276387393474579,0.9635416865348816,0.08163496851921082,68.9547119140625,49.08320236206055,0.550000011920929,1.1901823282241821,0.9302083253860474,0.17121097445487976
20,0.31989341974258423,36.4576530456543,0.7651041746139526,0.5772132277488708,0.8283854126930237,0.4446766674518585,94.85780334472656,64.05101776123047,0.5458333492279053,1.0991382598876953,0.9635416865348816,0.07921965420246124
21,0.33387675881385803,52.05900573730469,0.7833333611488342,0.5199323296546936,0.907031238079071,0.23018956184387207,91.3039779663086,54.19902038574219,0.5625,1.0796974897384644,0.9416666626930237,0.12056241929531097
22,0.34088531136512756,65.21308135986328,0.7875000238418579,0.5195040106773376,0.8911458253860474,0.32687631249427795,120.47099304199219,76.72116088867188,0.5729166865348816,1.0764212608337402,0.965624988079071,0.06952566653490067
23,0.34380903840065,61.67644500732422,0.8385416865348816,0.4208081364631653,0.9377604126930237,0.1125016137957573,106.22317504882812,64.2015380859375,0.5562499761581421,1.0852254629135132,0.9645833373069763,0.0781240314245224
24,0.3400210738182068,54.302406311035156,0.8369791507720947,0.4206713140010834,0.9286458492279053,0.16196365654468536,69.36741638183594,51.587646484375,0.5666666626930237,1.0843250751495361,0.8822916746139526,0.2752518057823181
25,0.33768633008003235,45.53535461425781,0.8416666388511658,0.42377331852912903,0.9130208492279053,0.19803942739963531,51.49875259399414,26.15166664123535,0.5416666865348816,1.1117937564849854,0.8999999761581421,0.28661757707595825
